,Model,Release Date,Release Year,Model ID,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width(px),Display Length(px),Width (mm),Length (mm),Depth (mm),Volume (cubic cm),Mass (grams),Pixel Density (per inch),Company,Company_real
2551,Yarvik GoTab Gravity TAB360,2011-12-01,2011,2552,0.249977111,0.062079576,0.599817517,0.45323741,0.284552846,0.281746032,0.555252387,0.430327869,0.04425914,0.080572982,0.095258621,0.203685008,Yarvik,Yarvik Nextec
2552,Yarvik GoTab Slimline TAB411,2011-12-01,2011,2553,0.249977111,0.062079576,0.499771896,0.597122302,0.375609756,0.281746032,0.710777626,0.495901639,0.031430404,0.097466972,0.09375,0.18753155,Yarvik,Yarvik Nextec
2553,Yarvik GoTab Velocity TAB220,2011-12-01,2011,2554,0.249977111,0.062079576,0.599817517,0.381294964,0.284552846,0.222222222,0.536152797,0.344262295,0.04425914,0.065713123,0.063577586,0.22387683,Yarvik,Yarvik Nextec
2554,Yarvik GoTab Velocity TAB260,2011-12-01,2011,2555,0.249977111,0.062079576,0.599817517,0.381294964,0.284552846,0.222222222,0.503410641,0.299180328,0.04425914,0.055413999,0.065732759,0.22387683,Yarvik,Yarvik Nextec
2555,ZTE Blade S (ZTE Crescent),2011-12-01,2011,2556,0.249977111,0.008388246,0.399726275,0.129496403,0.154471545,0.380952381,0.141882674,0.278688525,0.028864657,0.006102392,0.012931034,0.560070671,ZTE,ZTE
2556,ZTE V881 (ZTE Aglaia),2011-12-01,2011,2557,0.249977111,0.062079576,0.699863138,0.151079137,0.154471545,0.380952381,0.151432469,0.286885246,0.04425914,0.011091365,0.015732759,0.510853104,ZTE,ZTE
2557,Acer Iconia Tab A200 8GB,2012-01-01,2012,2558,0.499984741,0.125838031,0.499771896,0.604316547,0.479674797,0.380952381,0.691678035,0.516393443,0.04041052,0.111363296,0.148706897,0.266027259,Acer,Acer
2558,Alcatel One Touch OT-910,2012-01-01,2012,2559,0.124973296,0.008388246,0.299680654,0.079136691,0.056910569,0.142857143,0.140518417,0.286885246,0.040602951,0.008136522,0.012931034,0.249116608,Alcatel,Alcatel-Lucent
2559,Asus Eee Pad Transformer Prime TF201 64GB,2012-01-01,2012,2560,0.499984741,1.0,0.649840327,0.604316547,0.479674797,0.380952381,0.699863574,0.540163934,0.01411161,0.075070124,0.113362069,0.264512872,Asus,Asus
2560,KDDI Fujitsu Arrows ES IS12F,2012-01-01,2012,2561,0.249977111,0.016777517,0.699863138,0.165467626,0.154471545,0.380952381,0.156889495,0.319672131,0.015394484,0.005352975,0.010560345,0.474255427,KDDI,Kyocera Corporation
2561,LG E906 Jil Sander,2012-01-01,2012,2562,0.249977111,0.008388246,0.499771896,0.151079137,0.284552846,0.222222222,0.150068213,0.303278689,0.037203335,0.009828062,0.020905172,0.510853104,LG,LG Electronics
2562,LG VS920 Spectrum 4G,2012-01-01,2012,2563,0.499984741,0.062079576,0.749885948,0.201438849,0.25203252,0.619047619,0.169986357,0.354098361,0.027581783,0.011305484,0.017456897,0.713780919,LG,LG Electronics
2563,Meizu MX,2012-01-01,2012,2564,0.499984741,0.249999232,0.699863138,0.165467626,0.219512195,0.46031746,0.154979536,0.295491803,0.026940346,0.008264994,0.017672414,0.751892983,Meizu,"Meizu Technology Co., Ltd"
2564,Mobile In Style ET-701 eden TAB,2012-01-01,2012,2565,0.499984741,0.249999232,0.599817517,0.381294964,0.479674797,0.380952381,0.525238745,0.286065574,0.027581783,0.043209216,0.062068966,0.431600202,Mobile,HTC
2565,Motorola DROID RAZR MAXX XT912 (Motorola Spyder Max),2012-01-01,2012,2566,0.499984741,0.249999232,0.599817517,0.18705036,0.178861789,0.46031746,0.170259209,0.334836066,0.018537524,0.007900991,0.018318966,0.535840485,Motorola,Motorola
2566,Motorola i940,2012-01-01,2012,2567,0.124973296,0.008388246,0.251658756,0.129496403,0.089430894,0.222222222,0.152796726,0.290983607,0.053880693,0.022610967,0.019396552,0.223119637,Motorola,Motorola
2567,NTT DoCoMo Fujitsu Arrows Micro F-07D,2012-01-01,2012,2568,0.249977111,0.016777517,0.699863138,0.165467626,0.154471545,0.380952381,0.156889495,0.319672131,0.015394484,0.005352975,0.009698276,0.474255427,NTT,"NTT DOCOMO, Inc"
2568,Orange Tahiti,2012-01-01,2012,2569,0.249977111,0.125838031,0.599817517,0.381294964,0.479674797,0.380952381,0.500682128,0.307377049,0.02822322,0.043530394,0.07112069,0.431600202,Orange,Orange UK
2569,Pantech Element P4100,2012-01-01,2012,2570,0.499984741,0.255032794,0.749885948,0.45323741,0.375609756,0.365079365,0.561527967,0.436065574,0.029506094,0.015566452,0.088362069,0.308430086,Pantech,Pantech
2570,Samsung GT-i9228 Galaxy Note,2012-01-01,2012,2571,0.499984741,0.249999232,0.699863138,0.258992806,0.284552846,0.619047619,0.208594816,0.40102459,0.022771007,0.015716335,0.025431034,0.60676426,Samsung,Samsung
2571,Samsung GT-S6102 Galaxy Y Duos,2012-01-01,2012,2572,0.187475204,0.008388246,0.416233803,0.100719424,0.056910569,0.142857143,0.145975443,0.249180328,0.037716485,0.007451341,0.010560345,0.209490156,Samsung,Samsung
2572,Samsung SHV-E120L Galaxy S II HD (Samsung Dali),2012-01-01,2012,2573,0.499984741,0.249999232,0.749885948,0.215827338,0.25203252,0.619047619,0.169986357,0.342827869,0.021808852,0.00912147,0.017672414,0.685007572,Samsung,Samsung
2573,Samsung SHV-E160K Galaxy Note LTE,2012-01-01,2012,2574,0.499984741,0.488280726,0.749885948,0.258992806,0.284552846,0.619047619,0.208594816,0.40102459,0.022771007,0.015716335,0.026508621,0.60676426,Samsung,Samsung
2574,Spice Mi-350n,2012-01-01,2012,2575,0.124973296,0.008388246,0.32469206,0.129496403,0.089430894,0.222222222,0.148703956,0.274590164,0.042655548,0.009870886,0.01637931,0.308177688,Spice,Spice Digital
2575,T-Mobile Nokia Lumia 710  (Nokia Sabre),2012-01-01,2012,2576,0.249977111,0.008388246,0.699863138,0.143884892,0.154471545,0.380952381,0.152523874,0.286885246,0.040923669,0.010406184,0.014116379,0.524230187,T-Mobile,T-Mobile
2576,Yarvik GoTab Slimline TAB450,2012-01-01,2012,2577,0.249977111,0.125838031,0.499771896,0.597122302,0.375609756,0.281746032,0.710777626,0.495901639,0.031430404,0.097466972,0.09375,0.18753155,Yarvik,Yarvik Nextec
2577,Yarvik GoTab Xerios TAB420,2012-01-01,2012,2578,0.249977111,0.062079576,0.599817517,0.597122302,0.375609756,0.281746032,0.699863574,0.471311475,0.050673509,0.119842408,0.12887931,0.18753155,Yarvik,Yarvik Nextec
2578,Yarvik GoTab Xerios TAB460,2012-01-01,2012,2579,0.249977111,0.062079576,0.599817517,0.597122302,0.375609756,0.281746032,0.699863574,0.471311475,0.050673509,0.119842408,0.134051724,0.18753155,Yarvik,Yarvik Nextec
2579,Alcatel One Touch OT-908F,2012-02-01,2012,2580,0.249977111,0.008388246,0.299680654,0.079136691,0.056910569,0.142857143,0.13888131,0.259836066,0.040731238,0.007751108,0.012931034,0.249116608,Alcatel,Alcatel-Lucent
2580,BN NOOK Tablet 8GB,2012-02-01,2012,2581,0.249977111,0.125838031,0.499771896,0.381294964,0.375609756,0.281746032,0.328785812,0.643442623,0.039127646,0.058904139,0.073275862,0.315497224,BN,Barnes & Noble
2581,Fujitsu Stylistic M350/CA2,2012-02-01,2012,2582,0.249977111,0.125838031,0.499771896,0.381294964,0.203252033,0.492063492,0.309686221,0.618852459,0.050673509,0.062501338,0.077586207,0.315497224,Fujitsu,Fujitsu Ltd
2582,HTC Radar NA (HTC Omega),2012-02-01,2012,2583,0.249977111,0.125838031,0.499771896,0.151079137,0.154471545,0.380952381,0.150068213,0.293032787,0.030788967,0.007858168,0.016594828,0.507824331,HTC,HTC
2583,Huawei Honor U8860-51 (Huawei U8860),2012-02-01,2012,2584,0.249977111,0.062079576,0.699863138,0.165467626,0.154471545,0.407738095,0.150068213,0.307377049,0.030788967,0.010898657,0.017241379,0.713780919,Huawei,Huawei
2584,Lenovo LePhone S2-38AH0,2012-02-01,2012,2585,0.249977111,0.031878203,0.499771896,0.151079137,0.154471545,0.380952381,0.145975443,0.299180328,0.030788967,0.007644049,0.014008621,0.510853104,Lenovo,Lenovo
2585,LG E400 Optimus L3,2012-02-01,2012,2586,0.187475204,0.016777517,0.399726275,0.107913669,0.056910569,0.142857143,0.150341064,0.213934426,0.035920462,0.006166627,0.010560345,0.204442201,LG,LG Electronics
2586,LG F100S Optimus Vu,2012-02-01,2012,2587,0.499984741,0.499999488,0.749885948,0.237410072,0.271544715,0.492063492,0.228922237,0.371311475,0.015394484,0.007001692,0.023275862,0.694093892,LG,LG Electronics
2587,Motorola Defy Mini XT320,2012-02-01,2012,2588,0.249977111,0.008388246,0.299680654,0.107913669,0.089430894,0.222222222,0.141882674,0.245901639,0.041372675,0.007686872,0.01012931,0.344522968,Motorola,Motorola
2588,Motorola MOTOSMART PLUS XT615,2012-02-01,2012,2589,0.249977111,0.016777517,0.399726275,0.165467626,0.154471545,0.407738095,0.1473397,0.281557377,0.024053881,0.00822217,0.013706897,0.30338213,Motorola,Motorola
2589,NEC Medias LTE N-04D,2012-02-01,2012,2590,0.499984741,0.250005786,0.599817517,0.18705036,0.25203252,0.619047619,0.165075034,0.336065574,0.033354715,0.011797957,0.019181034,0.751640586,NEC,NEC Corporationæ
2590,RIM BlackBerry Porsche Design P'9981 ,2012-02-01,2012,2591,0.374980926,0.125838031,0.599817517,0.079136691,0.219512195,0.222222222,0.165075034,0.270491803,0.033354715,0.009207117,0.020474138,0.612317012,RIM,BlackBerry Limited
2591,Samsung GT-i9250 Galaxy Nexus 32GB / Prime (Samsung Yakju),2012-02-01,2012,2592,0.499984741,0.499999488,0.599817517,0.208633094,0.25203252,0.619047619,0.167639836,0.354508197,0.018216806,0.008179346,0.016163793,0.68525997,Samsung,Samsung
2592,Samsung GT-P6201 Galaxy Tab 7.0 Plus N 16GB,2012-02-01,2012,2593,0.499984741,0.249999232,0.599817517,0.381294964,0.375609756,0.281746032,0.51159618,0.299180328,0.024759461,0.041025202,0.061422414,0.315749621,Samsung,Samsung
2593,Samsung GT-S6108 Galaxy Y Pop,2012-02-01,2012,2594,0.187475204,0.062079576,0.311686129,0.100719424,0.056910569,0.142857143,0.145975443,0.249180328,0.037716485,0.007451341,0.010517241,0.209237759,Samsung,Samsung
2594,Samsung SCH-i579 Galaxy Ace Duos,2012-02-01,2012,2595,0.187475204,0.008388246,0.399726275,0.129496403,0.089430894,0.222222222,0.145702592,0.259836066,0.034637588,0.007130163,0.010775862,0.307168097,Samsung,Samsung
2595,Samsung SCH-R920 Galaxy Attain 4G,2012-02-01,2012,2596,0.249977111,0.04764741,0.499771896,0.129496403,0.089430894,0.222222222,0.1473397,0.27704918,0.035920462,0.00822217,0.012931034,0.30338213,Samsung,Samsung
2596,Samsung SGH-i717 Galaxy Note LTE,2012-02-01,2012,2597,0.499984741,0.249999232,0.749885948,0.258992806,0.284552846,0.619047619,0.208594816,0.40102459,0.022771007,0.015716335,0.026293103,0.60676426,Samsung,Samsung
2597,Sony Ericsson Xperia active ST17 Billabong Edition,2012-02-01,2012,2598,0.249977111,0.016777517,0.499771896,0.09352518,0.089430894,0.222222222,0.132332879,0.176229508,0.066709429,0.008436289,0.010948276,0.374558304,Sony Ericsson,Sony Ericsson
2598,Sony Xperia NX SO-02D (Sony Nozomi),2012-02-01,2012,2599,0.499984741,0.499999488,0.755888685,0.18705036,0.25203252,0.619047619,0.156889495,0.323770492,0.028864657,0.009142882,0.018103448,0.751640586,Sony,Sony Corporation
2599,Telstra HTC Velocity 4G (HTC Holiday),2012-02-01,2012,2600,0.499984741,0.250005786,0.749885948,0.201438849,0.178861789,0.46031746,0.165075034,0.32704918,0.033162284,0.011391131,0.02237069,0.505805149,Telstra,HTC
2600,Toshiba Excite 10 LE AT205 16GB,2012-02-01,2012,2601,0.499984741,0.499999488,0.599817517,0.604316547,0.479674797,0.380952381,0.683492497,0.520491803,0.010262989,0.065135002,0.10237069,0.265270066,Toshiba,Toshiba Corporation
2601,Toshiba Excite X10 AT200 16GB,2012-02-01,2012,2602,0.499984741,0.249999232,0.599817517,0.604316547,0.479674797,0.380952381,0.683492497,0.520491803,0.010262989,0.065135002,0.10237069,0.265270066,Toshiba,Toshiba Corporation
2602,Verizon Samsung SCH-i815 Galaxy Tab 7.7 LTE,2012-02-01,2012,2603,0.499984741,0.250005786,0.699863138,0.431654676,0.479674797,0.380952381,0.519781719,0.344262295,0.011545863,0.034879986,0.060387931,0.384654215,Verizon,Verizon Communications
2603,Yarvik GoTab Exxa TAB465EUK / GoTab Zetta TAB467EUK,2012-02-01,2012,2604,0.249977111,0.125838031,0.599817517,0.575539568,0.375609756,0.365079365,0.648021828,0.581967213,0.025016036,0.090336809,0.128232759,0.22160525,Yarvik,Yarvik Nextec
2604,Yarvik GoTab Gravity TAB364,2012-02-01,2012,2605,0.249977111,0.062079576,0.599817517,0.45323741,0.284552846,0.281746032,0.555252387,0.430327869,0.04425914,0.080572982,0.095258621,0.203685008,Yarvik,Yarvik Nextec
2605,Yarvik GoTab Velocity TAB224,2012-02-01,2012,2606,0.249977111,0.062079576,0.599817517,0.381294964,0.284552846,0.222222222,0.503410641,0.299180328,0.04425914,0.055413999,0.065732759,0.22387683,Yarvik,Yarvik Nextec
2606,Yarvik GoTab Xerios TAB424,2012-02-01,2012,2607,0.249977111,0.062079576,0.599817517,0.597122302,0.375609756,0.281746032,0.699863574,0.471311475,0.050673509,0.119842408,0.12887931,0.18753155,Yarvik,Yarvik Nextec
2607,Yarvik GoTab Xerios TAB464,2012-02-01,2012,2608,0.249977111,0.125838031,0.599817517,0.597122302,0.375609756,0.281746032,0.699863574,0.471311475,0.050673509,0.119842408,0.134051724,0.18753155,Yarvik,Yarvik Nextec
2608,ZTE Blade II,2012-02-01,2012,2609,0.249977111,0.016793902,0.499771896,0.129496403,0.154471545,0.380952381,0.140245566,0.270901639,0.030788967,0.006102392,0.01237069,0.560070671,ZTE,ZTE
2609,ZTE Light Tab 2 (ZTE V9A),2012-02-01,2012,2610,0.499984741,0.062079576,0.499771896,0.381294964,0.203252033,0.492063492,0.533424284,0.299180328,0.041693393,0.057041304,0.073706897,0.315497224,ZTE,ZTE
2610,ZTE T72,2012-02-01,2012,2611,0.249977111,0.249999232,0.399726275,0.381294964,0.203252033,0.492063492,0.315143247,0.618852459,0.047466325,0.010620303,0.072198276,0.535840485,ZTE,ZTE
2611,ZTE Tania (ZTE Spirit),2012-02-01,2012,2612,0.249977111,0.062079576,0.499771896,0.18705036,0.154471545,0.380952381,0.167257844,0.326229508,0.029506094,0.010534655,0.021163793,0.436648157,ZTE,ZTE
2612,Alcatel One Touch OT-995,2012-03-01,2012,2613,0.249977111,0.031878203,0.699863138,0.18705036,0.154471545,0.380952381,0.167803547,0.319672131,0.023412444,0.008586172,0.013793103,0.436648157,Alcatel,Alcatel-Lucent
2613,Alcatel Venture,2012-03-01,2012,2614,0.249977111,0.008388246,0.299680654,0.079136691,0.056910569,0.142857143,0.141609823,0.286885246,0.04041052,0.00901441,0.013362069,0.249116608,Alcatel,Alcatel-Lucent
2614,Apple  iPad 3 4G LTE 16GB / New iPad / iPad 3rd generation,2012-03-01,2012,2615,0.499984741,0.249999232,0.499771896,0.575539568,0.583739837,1.0,0.488949523,0.787704918,0.021167415,0.080701454,0.129741379,0.554265522,Apple,Apple Inc
2615,Apple  iPad 3 4G LTE 32GB / New iPad / iPad 3rd generation,2012-03-01,2012,2616,0.499984741,0.499999488,0.499771896,0.575539568,0.583739837,1.0,0.488949523,0.787704918,0.021167415,0.080701454,0.129741379,0.554265522,Apple,Apple Inc
2616,Apple  iPad 3 4G LTE 64GB / New iPad / iPad 3rd generation,2012-03-01,2012,2617,0.499984741,1.0,0.499771896,0.575539568,0.583739837,1.0,0.488949523,0.787704918,0.021167415,0.080701454,0.129741379,0.554265522,Apple,Apple Inc
2617,Apple  iPad 3 WiFi 16GB / New iPad / iPad 3rd generation,2012-03-01,2012,2618,0.499984741,0.249999232,0.499771896,0.575539568,0.583739837,1.0,0.488949523,0.787704918,0.021167415,0.080701454,0.127586207,0.554265522,Apple,Apple Inc
2618,Apple iPad 3 CDMA 64GB / New iPad / iPad 3rd generation,2012-03-01,2012,2619,0.499984741,1.0,0.499771896,0.575539568,0.583739837,1.0,0.488949523,0.787704918,0.021167415,0.080701454,0.129741379,0.554265522,Apple,Apple Inc
2619,Apple iPhone 4S CT 64GB,2012-03-01,2012,2620,0.249977111,1.0,0.399726275,0.129496403,0.219512195,0.46031746,0.142155525,0.271311475,0.020525978,0.004004025,0.017241379,0.710752145,Apple,Apple Inc
2620,Asus Eee Pad MeMO 171 ME370T 16GB,2012-03-01,2012,2621,0.499984741,0.249999232,0.599817517,0.388489209,0.479674797,0.380952381,0.304229195,0.620901639,0.043296985,0.05564953,0.073275862,0.425542655,Asus,Asus
2621,Gigabyte GSmart G1355,2012-03-01,2012,2622,0.249977111,0.016777517,0.399726275,0.18705036,0.154471545,0.380952381,0.17271487,0.331147541,0.034637588,0.012868552,0.023275862,0.436648157,Gigabyte,Gigabyte Technology
2622,Huawei Ascend G300 (Huawei U8815),2012-03-01,2012,2623,0.249977111,0.060624562,0.499771896,0.165467626,0.154471545,0.380952381,0.154160982,0.301229508,0.02822322,0.007900991,0.017241379,0.474255427,Huawei,Huawei
2623,Huawei Ascend G300 NFC (Huawei U8815N),2012-03-01,2012,2624,0.249977111,0.008388246,0.499771896,0.165467626,0.154471545,0.380952381,0.154160982,0.301229508,0.02822322,0.00901441,0.017241379,0.480060575,Huawei,Huawei
2624,Lenovo LePhone S2-38AT0 16GB,2012-03-01,2012,2625,0.499984741,0.249999232,0.499771896,0.151079137,0.154471545,0.380952381,0.145975443,0.299180328,0.030788967,0.010213477,0.017025862,0.436648157,Lenovo,Lenovo
2625,LG F100L Optimus Vu / Optimus Sketch,2012-03-01,2012,2626,0.499984741,0.499999488,0.749885948,0.237410072,0.271544715,0.492063492,0.228922237,0.371311475,0.015394484,0.013532321,0.023275862,0.5340737,LG,LG Electronics
2626,LG VS840 Lucid 4G (LG Cayman),2012-03-01,2012,2627,0.499984741,0.125838031,0.599817517,0.165467626,0.154471545,0.380952381,0.151978172,0.27704918,0.033996151,0.008264994,0.016594828,0.474255427,LG,LG Electronics
2627,Motorola RAZR IS12M XT909,2012-03-01,2012,2628,0.499984741,0.125838031,0.599817517,0.18705036,0.178861789,0.46031746,0.170259209,0.334836066,0.006414368,0.004239556,0.014439655,0.535840485,Motorola,Motorola
2628,Motorola RAZR MAXX XT910 (Motorola Spyder Max),2012-03-01,2012,2629,0.499984741,0.249999232,0.599817517,0.18705036,0.178861789,0.46031746,0.170259209,0.334836066,0.018537524,0.007900991,0.018318966,0.535840485,Motorola,Motorola
2629,NEC Medias ES N-05D,2012-03-01,2012,2630,0.499984741,0.062079576,0.749885948,0.18705036,0.25203252,0.619047619,0.165075034,0.331967213,0.003848621,0.003061902,0.010775862,0.751640586,NEC,NEC Corporationæ
2630,NTT DoCoMo Samsung SC-05D Galaxy Note LTE,2012-03-01,2012,2631,0.499984741,0.249999232,0.749885948,0.258992806,0.284552846,0.619047619,0.208594816,0.40102459,0.022771007,0.015716335,0.025431034,0.60676426,NTT,"NTT DOCOMO, Inc"
2631,Panasonic LUMIX Phone 102P,2012-03-01,2012,2632,0.499984741,0.249999232,0.499771896,0.18705036,0.178861789,0.46031746,0.156889495,0.303278689,0.010904426,0.003704259,0.009267241,0.535840485,Panasonic,Panasonic
2632,Samsung GT-i9250M Galaxy Nexus (Samsung Yakju),2012-03-01,2012,2633,0.499984741,0.249999232,0.599817517,0.208633094,0.25203252,0.619047619,0.167639836,0.354508197,0.018216806,0.008179346,0.016163793,0.68525997,Samsung,Samsung
2633,Samsung GT-P5100 Galaxy Tab 2 10.1 16GB,2012-03-01,2012,2634,0.499984741,0.249999232,0.499771896,0.604316547,0.479674797,0.380952381,0.682673943,0.517622951,0.023091725,0.084020298,0.113793103,0.264512872,Samsung,Samsung
2634,Samsung GT-P5100 Galaxy Tab 2 10.1 32GB,2012-03-01,2012,2635,0.499984741,0.499999488,0.499771896,0.604316547,0.479674797,0.380952381,0.682673943,0.517622951,0.023091725,0.084020298,0.113793103,0.264512872,Samsung,Samsung
2635,Samsung GT-P7320 Galaxy Tab 8.9 LTE 16GB,2012-03-01,2012,2636,0.499984741,0.250005786,0.599817517,0.517985612,0.479674797,0.380952381,0.612278308,0.445901639,0.01603592,0.057640837,0.085775862,0.316002019,Samsung,Samsung
2636,Samsung GT-S5570i Galaxy Mini Plus / Galaxy Pop Plus,2012-03-01,2012,2637,0.187475204,0.008388246,0.415733575,0.100719424,0.056910569,0.142857143,0.147612551,0.251639344,0.038486209,0.007900991,0.01012931,0.209490156,Samsung,Samsung
2637,Samsung GT-S6500 Galaxy Mini 2 (Samsung Jena),2012-03-01,2012,2638,0.187475204,0.060624562,0.399726275,0.115107914,0.089430894,0.222222222,0.142155525,0.247540984,0.035279025,0.006487806,0.009762931,0.333165068,Samsung,Samsung
2638,Samsung SCH-R760 Galaxy S II CDMA,2012-03-01,2012,2639,0.499984741,0.250005786,0.599817517,0.201438849,0.154471545,0.380952381,0.172169168,0.331147541,0.022771007,0.009228529,0.016163793,0.408884402,Samsung,Samsung
2639,Samsung SHV-E150S Galaxy Tab 7.7 LTE M16,2012-03-01,2012,2640,0.499984741,0.250005786,0.749885948,0.431654676,0.479674797,0.380952381,0.518963165,0.344672131,0.011481719,0.034794339,0.061422414,0.384654215,Samsung,Samsung
2640,Sony Tablet P (Sony S2),2012-03-01,2012,2641,0.499984741,0.062079576,0.499771896,0.273381295,0.375609756,0.222222222,0.473396999,0.37295082,0.062219371,0.075819541,0.067241379,0.409641595,Sony,Sony Corporation
2641,Sony Xperia acro HD SO-03D (Sony Hikari),2012-03-01,2012,2642,0.499984741,0.249999232,0.755888685,0.18705036,0.25203252,0.619047619,0.162346521,0.31557377,0.037203335,0.011755134,0.019181034,0.751640586,Sony,Sony Corporation
2642,Sony Xperia S LT26 / LT26i / Arc HD (Sony Nozomi),2012-03-01,2012,2643,0.499984741,0.060624562,0.755888685,0.18705036,0.25203252,0.619047619,0.156889495,0.323770492,0.028864657,0.009142882,0.018103448,0.751640586,Sony,Sony Corporation
