Model,Release Date,Release Year,Model ID,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width(px),Display Length(px),Width (mm),Length (mm),Depth (mm),Volume (cubic cm),Mass (grams),Pixel Density (per inch),Model B,Release Date B,Release Year B,Model ID B,Company_ID B,Old_ID C,Company C,Company_real C,New_ID C
HTC Weike C510E,2011/7/1,2011.5,2313,0.249977111,0.008388246,0.299680654,0.122302158,0.089430894,0.222222222,0.142974079,0.246311475,0.039833226,0.007494165,0.012931034,0.316002019,HTC Weike C510E,2011/7/1,2011.5,2313,83,83,HTC,HTC,61
Huawei M835,2011/7/1,2011.5,2314,0.124973296,0.008388246,0.263664231,0.079136691,0.056910569,0.142857143,0.134515689,0.229508197,0.049390635,0.007879579,0.010775862,0.249116608,Huawei M835,2011/7/1,2011.5,2314,84,84,Huawei,Huawei,62
Huawei Sonic (Huawei U8650),2011/7/1,2011.5,2315,0.124973296,0.008388246,0.299680654,0.129496403,0.089430894,0.222222222,0.1473397,0.275819672,0.037203335,0.008479113,0.012931034,0.30338213,Huawei Sonic (Huawei U8650),2011/7/1,2011.5,2315,84,84,Huawei,Huawei,62
LG C660 Optimus Pro,2011/7/1,2011.5,2316,0.124973296,0.008388246,0.399726275,0.079136691,0.056910569,0.142857143,0.145156889,0.288934426,0.043617704,0.0102563,0.01487069,0.249116608,LG C660 Optimus Pro,2011/7/1,2011.5,2316,103,103,LG,LG Electronics,77
Motorola Atrix ME860 / MB861 (Motorola Olympus),2011/7/1,2011.5,2317,0.499984741,0.000243117,0.499771896,0.165467626,0.178861789,0.46031746,0.155525239,0.281762295,0.031109686,0.008093698,0.016163793,0.582029278,Motorola Atrix ME860 / MB861 (Motorola Olympus),2011/7/1,2011.5,2317,116,116,Motorola,Motorola,87
Motorola DROID3 XT862 / DROID 3 (Motorola Solana),2011/7/1,2011.5,2318,0.249977111,0.000243117,0.499771896,0.165467626,0.178861789,0.46031746,0.157162347,0.304508197,0.043617704,0.012397491,0.026724138,0.587077234,Motorola DROID3 XT862 / DROID 3 (Motorola Solana),2011/7/1,2011.5,2318,116,116,Motorola,Motorola,87
Motorola PHOTON 4G MB855,2011/7/1,2011.5,2319,0.499984741,0.250005786,0.499771896,0.18705036,0.178861789,0.46031746,0.164802183,0.319262295,0.039127646,0.012740081,0.02112069,0.535840485,Motorola PHOTON 4G MB855,2011/7/1,2011.5,2319,116,116,Motorola,Motorola,87
Motorola SPICE Key XT316,2011/7/1,2011.5,2320,0.124973296,0.008388246,0.299680654,0.079136691,0.056910569,0.142857143,0.140518417,0.276639344,0.047145606,0.01002077,0.010775862,0.249116608,Motorola SPICE Key XT316,2011/7/1,2011.5,2320,116,116,Motorola,Motorola,87
Motorola Titanium,2011/7/1,2011.5,2321,0.124973296,0.008388246,0.251658756,0.100719424,0.089430894,0.222222222,0.152796726,0.290983607,0.053880693,0.593323769,0.018793103,0.196870268,Motorola Titanium,2011/7/1,2011.5,2321,116,116,Motorola,Motorola,87
Nokia 702T,2011/7/1,2011.5,2322,0.124973296,0.016777517,0.339698903,0.057553957,0.154471545,0.301587302,0.14324693,0.272540984,0.02822322,0.005888273,0.015732759,0.708732963,Nokia 702T,2011/7/1,2011.5,2322,122,122,Nokia,Nokia Corporation,92
Nokia T7-00,2011/7/1,2011.5,2323,0.124973296,0.016777517,0.339698903,0.129496403,0.105691057,0.301587302,0.14324693,0.264344262,0.042976267,0.008907351,0.015948276,0.416961131,Nokia T7-00,2011/7/1,2011.5,2323,122,122,Nokia,Nokia Corporation,92
Samsung GT-i9020A Nexus S (Samsung Soju),2011/7/1,2011.5,2324,0.249977111,0.249999232,0.499771896,0.165467626,0.154471545,0.380952381,0.154160982,0.306967213,0.03066068,0.008736055,0.01487069,0.481322564,Samsung GT-i9020A Nexus S (Samsung Soju),2011/7/1,2011.5,2324,156,156,Samsung,Samsung,113
Sony Ericsson Xperia Arc LT15a (SE Anzu),2011/7/1,2011.5,2325,0.249977111,0.016777517,0.499771896,0.179856115,0.154471545,0.407738095,0.154160982,0.31147541,0.016677357,0.005224504,0.012284483,0.47501262,Sony Ericsson Xperia Arc LT15a (SE Anzu),2011/7/1,2011.5,2325,213,213,Sony Ericsson,Sony Ericsson,124
T-Mobile HTC Wildfire S (HTC Marvel),2011/7/1,2011.5,2326,0.249977111,0.008388246,0.399726275,0.107913669,0.089430894,0.222222222,0.144338336,0.214344262,0.04041052,0.00653063,0.009698276,0.342756184,T-Mobile HTC Wildfire S (HTC Marvel),2011/7/1,2011.5,2326,174,174,T-Mobile,T-Mobile,128
Verizon HTC Droid Incredible 2 ADR6350,2011/7/1,2011.5,2327,0.374980926,0.249999232,0.499771896,0.165467626,0.154471545,0.380952381,0.156889495,0.293852459,0.039127646,0.010727362,0.016163793,0.474255427,Verizon HTC Droid Incredible 2 ADR6350,2011/7/1,2011.5,2327,196,196,Verizon,Verizon Communications,143
Verizon Samsung SCH-i905 Galaxy Tab 10.1 4G 32GB,2011/7/1,2011.5,2328,0.499984741,0.508388758,0.499771896,0.604316547,0.479674797,0.380952381,0.682401091,0.517622951,0.016420783,0.073956705,0.109482759,0.264008077,Verizon Samsung SCH-i905 Galaxy Tab 10.1 4G 32GB,2011/7/1,2011.5,2328,196,196,Verizon,Verizon Communications,143
Vizio Via Tablet VTAB1008,2011/7/1,2011.5,2329,0.249977111,0.060624562,0.499771896,0.45323741,0.375609756,0.365079365,0.544338336,0.483606557,0.039127646,0.080423099,0.104525862,0.292276628,Vizio Via Tablet VTAB1008,2011/7/1,2011.5,2329,202,202,Vizio,Chi Mei Communication Systems,27
Acer Iconia Tab A100 16GB,2011/8/1,2011.583333,2330,0.499984741,0.249999232,0.499771896,0.381294964,0.375609756,0.281746032,0.301773533,0.598360656,0.045542014,0.055092821,0.088362069,0.315497224,Acer Iconia Tab A100 16GB,2011/8/1,2011.583333,2330,4,4,Acer,Acer,3
Acer Iconia Tab A100 8GB,2011/8/1,2011.583333,2331,0.499984741,0.125838031,0.499771896,0.381294964,0.375609756,0.281746032,0.514324693,0.279098361,0.045542014,0.050146672,0.088362069,0.315497224,Acer Iconia Tab A100 8GB,2011/8/1,2011.583333,2331,4,4,Acer,Acer,3
Alcatel One Touch OT-891 Soul,2011/8/1,2011.583333,2332,0.124973296,0.008388246,0.207638683,0.079136691,0.056910569,0.142857143,0.140518417,0.229508197,0.041693393,0.00698028,0.009051724,0.249116608,Alcatel One Touch OT-891 Soul,2011/8/1,2011.583333,2332,8,8,Alcatel,Alcatel-Lucent,6
Alcatel One Touch OT-908,2011/8/1,2011.583333,2333,0.249977111,0.008388246,0.299680654,0.079136691,0.056910569,0.142857143,0.13888131,0.259836066,0.040731238,0.007751108,0.012931034,0.249116608,Alcatel One Touch OT-908,2011/8/1,2011.583333,2333,8,8,Alcatel,Alcatel-Lucent,6
Alcatel One Touch OT-990 / OT-990M,2011/8/1,2011.583333,2334,0.249977111,0.008388246,0.299680654,0.129496403,0.089430894,0.222222222,0.151978172,0.274590164,0.038806928,0.009335589,0.018103448,0.30338213,Alcatel One Touch OT-990 / OT-990M,2011/8/1,2011.583333,2334,8,8,Alcatel,Alcatel-Lucent,6
Apple iPad 2 CDMA 64GB,2011/8/1,2011.583333,2335,0.249977111,1,0.599817517,0.575539568,0.271544715,0.492063492,0.488949523,0.787704918,0.017318794,0.074963064,0.117887931,0.221100454,Apple iPad 2 CDMA 64GB,2011/8/1,2011.583333,2335,14,14,Apple,Apple Inc,10
Gigabyte GSmart G1345,2011/8/1,2011.583333,2336,0.249977111,0.008388246,0.399726275,0.129496403,0.089430894,0.222222222,0.152796726,0.290983607,0.050032072,0.012889964,0.013642241,0.30338213,Gigabyte GSmart G1345,2011/8/1,2011.583333,2336,71,71,Gigabyte,Gigabyte Technology,53
HP Palm Pre3 16GB GSM EU,2011/8/1,2011.583333,2337,0.249977111,0.255032794,0.699863138,0.136690647,0.154471545,0.380952381,0.156889495,0.254098361,0.063502245,0.014902683,0.020689655,0.545683998,HP Palm Pre3 16GB GSM EU,2011/8/1,2011.583333,2337,82,82,HP,Hewlett-Packard,58
Huawei Ideos X5 Pro,2011/8/1,2011.583333,2338,0.249977111,0.062079576,0.499771896,0.151079137,0.154471545,0.380952381,0.151432469,0.290983607,0.033996151,0.008714644,0.015086207,0.510853104,Huawei Ideos X5 Pro,2011/8/1,2011.583333,2338,84,84,Huawei,Huawei,62
KDDI Fujitsu-Toshiba IS12T,2011/8/1,2011.583333,2339,0.249977111,0.488280726,0.499771896,0.143884892,0.154471545,0.380952381,0.14324693,0.282786885,0.046183451,0.010384772,0.011422414,0.524230187,KDDI Fujitsu-Toshiba IS12T,2011/8/1,2011.583333,2339,97,97,KDDI,Kyocera Corporation,74
Lenovo LePad A1-07 WiFi 16GB,2011/8/1,2011.583333,2340,0.249977111,0.249999232,0.499771896,0.381294964,0.375609756,0.281746032,0.514324693,0.31147541,0.037524054,0.017065285,0.073275862,0.358909642,Lenovo LePad A1-07 WiFi 16GB,2011/8/1,2011.583333,2340,102,102,Lenovo,Lenovo,76
Lenovo ThinkPad Tablet WiFi 16GB,2011/8/1,2011.583333,2341,0.499984741,0.249999232,0.499771896,0.604316547,0.479674797,0.380952381,0.692769441,0.491803279,0.053880693,0.012804317,0.147025862,0.626451287,Lenovo ThinkPad Tablet WiFi 16GB,2011/8/1,2011.583333,2341,102,102,Lenovo,Lenovo,76
LG P929 Thrill 4G,2011/8/1,2011.583333,2342,0.249977111,0.125838031,0.499771896,0.18705036,0.154471545,0.380952381,0.167803547,0.32704918,0.037203335,0.012868552,0.023275862,0.436648157,LG P929 Thrill 4G,2011/8/1,2011.583333,2342,103,103,LG,LG Electronics,77
M3Mobile M3 Edu MC-1100,2011/8/1,2011.583333,2343,0.062471389,0.016777517,0.402727644,0.129496403,0.056910569,0.142857143,0.173260573,0.270491803,0.062219371,0.01779329,0.025862069,0.17617365,M3Mobile M3 Edu MC-1100,2011/8/1,2011.583333,2343,105,105,M3Mobile,Mobile Compia,85
M3Mobile M3 Smart,2011/8/1,2011.583333,2344,0.124973296,0.008388246,0.416233803,0.079136691,0.056910569,0.142857143,0.17053206,0.379508197,0.087235407,0.031775261,0.034913793,0.249116608,M3Mobile M3 Smart,2011/8/1,2011.583333,2344,105,105,M3Mobile,Mobile Compia,85
Nokia C5-00.1 5MP,2011/8/1,2011.583333,2345,0.124973296,0.008388246,0.299680654,0.035971223,0.089430894,0.103174603,0.107776262,0.258196721,0.039769083,0.006659101,0.006314655,0.345784957,Nokia C5-00.1 5MP,2011/8/1,2011.583333,2345,122,122,Nokia,Nokia Corporation,92
Orange Monte Carlo (ZTE Skate),2011/8/1,2011.583333,2346,0.249977111,0.008388246,0.399726275,0.18705036,0.154471545,0.380952381,0.167257844,0.315163934,0.033675433,0.011305484,0.018965517,0.436648157,Orange Monte Carlo (ZTE Skate),2011/8/1,2011.583333,2346,133,133,Orange,Orange UK,100
RIM BlackBerry Bold Touch 9900 (RIM Pluto),2011/8/1,2011.583333,2347,0.374980926,0.12465829,0.599817517,0.079136691,0.219512195,0.222222222,0.162346521,0.270491803,0.02822322,0.007622637,0.015086207,0.612317012,RIM BlackBerry Bold Touch 9900 (RIM Pluto),2011/8/1,2011.583333,2347,151,151,RIM,BlackBerry Limited,21
RIM BlackBerry Bold Touch 9930 (RIM Montana),2011/8/1,2011.583333,2348,0.374980926,0.125838031,0.599817517,0.079136691,0.219512195,0.222222222,0.162346521,0.270491803,0.02822322,0.007622637,0.015086207,0.612317012,RIM BlackBerry Bold Touch 9930 (RIM Montana),2011/8/1,2011.583333,2348,151,151,RIM,BlackBerry Limited,21
RIM BlackBerry Curve 9360 (RIM Apollo),2011/8/1,2011.583333,2349,0.249977111,0.008388246,0.399726275,0.050359712,0.154471545,0.162698413,0.145975443,0.245901639,0.031430404,0.005952508,0.008405172,0.508833922,RIM BlackBerry Curve 9360 (RIM Apollo),2011/8/1,2011.583333,2349,151,151,RIM,BlackBerry Limited,21
RIM BlackBerry Torch 9810 (RIM Jennings),2011/8/1,2011.583333,2350,0.374980926,0.125838031,0.599817517,0.107913669,0.154471545,0.301587302,0.151432469,0.25,0.05452213,0.011883605,0.021788793,0.52498738,RIM BlackBerry Torch 9810 (RIM Jennings),2011/8/1,2011.583333,2350,151,151,RIM,BlackBerry Limited,21
RIM BlackBerry Torch 9850 (RIM Monaco),2011/8/1,2011.583333,2351,0.374980926,0.062079576,0.599817517,0.143884892,0.154471545,0.380952381,0.151432469,0.290983607,0.034637588,0.008885939,0.016163793,0.526249369,RIM BlackBerry Torch 9850 (RIM Monaco),2011/8/1,2011.583333,2351,151,151,RIM,BlackBerry Limited,21
RIM BlackBerry Torch 9860 (RIM Monza),2011/8/1,2011.583333,2352,0.374980926,0.062079576,0.599817517,0.143884892,0.154471545,0.380952381,0.151432469,0.290983607,0.034637588,0.008885939,0.016163793,0.526249369,RIM BlackBerry Torch 9860 (RIM Monza),2011/8/1,2011.583333,2352,151,151,RIM,BlackBerry Limited,21
Rogers HTC EVO 3D (HTC Shooter),2011/8/1,2011.583333,2353,0.499984741,0.016777517,0.599817517,0.18705036,0.178861789,0.46031746,0.159618008,0.31557377,0.038165491,0.011690898,0.023706897,0.535840485,Rogers HTC EVO 3D (HTC Shooter),2011/8/1,2011.583333,2353,152,152,Rogers,Rogers Wireless,109
Samsung GT-i9103 Galaxy Z / Galaxy R,2011/8/1,2011.583333,2354,0.499984741,0.125838031,0.499771896,0.179856115,0.154471545,0.380952381,0.16425648,0.314344262,0.02212957,0.005609918,0.015301724,0.436648157,Samsung GT-i9103 Galaxy Z / Galaxy R,2011/8/1,2011.583333,2354,156,156,Samsung,Samsung,113
Samsung SCH-M828C Galaxy Precedent,2011/8/1,2011.583333,2355,0.187475204,0.008388246,0.399726275,0.107913669,0.089430894,0.222222222,0.13888131,0.260245902,0.037203335,0.013789264,0.010344828,0.59994952,Samsung SCH-M828C Galaxy Precedent,2011/8/1,2011.583333,2355,156,156,Samsung,Samsung,113
Samsung SCH-R720 Admire,2011/8/1,2011.583333,2356,0.249977111,0.008388246,0.399726275,0.129496403,0.089430894,0.222222222,0.145975443,0.274590164,0.037844772,0.008436289,0.012931034,0.30338213,Samsung SCH-R720 Admire,2011/8/1,2011.583333,2356,156,156,Samsung,Samsung,113
Samsung SGH-i997R Galaxy S Infuse 4G,2011/8/1,2011.583333,2357,0.249977111,0.249999232,0.599817517,0.201438849,0.154471545,0.380952381,0.171896317,0.331147541,0.020141116,0.008307817,0.014655172,0.659767794,Samsung SGH-i997R Galaxy S Infuse 4G,2011/8/1,2011.583333,2357,156,156,Samsung,Samsung,113
Sharp Galapagos 7 A01SH Media Tablet,2011/8/1,2011.583333,2358,0.499984741,0.125838031,0.499771896,0.381294964,0.375609756,0.281746032,0.315143247,0.598360656,0.041693393,0.05475023,0.070905172,0.315497224,Sharp Galapagos 7 A01SH Media Tablet,2011/8/1,2011.583333,2358,158,158,Sharp,Sharp Corporation,115
Sony Ericsson W8 Walkman E16a,2011/8/1,2011.583333,2359,0.124973296,0.008388246,0.299680654,0.09352518,0.089430894,0.222222222,0.129604366,0.204918033,0.057087877,0.007729696,0.009482759,0.374558304,Sony Ericsson W8 Walkman E16a,2011/8/1,2011.583333,2359,213,213,Sony Ericsson,Sony Ericsson,124
Sony Ericsson Xperia active ST17 / ST17i,2011/8/1,2011.583333,2360,0.249977111,0.016777517,0.499771896,0.09352518,0.089430894,0.222222222,0.132332879,0.176229508,0.066709429,0.008436289,0.010948276,0.374558304,Sony Ericsson Xperia active ST17 / ST17i,2011/8/1,2011.583333,2360,213,213,Sony Ericsson,Sony Ericsson,124
Sony Ericsson Xperia mini pro SK17 / SK17i (SE Mango),2011/8/1,2011.583333,2361,0.249977111,0.016777517,0.499771896,0.09352518,0.089430894,0.222222222,0.126875853,0.176229508,0.076330981,0.009357001,0.01637931,0.374558304,Sony Ericsson Xperia mini pro SK17 / SK17i (SE Mango),2011/8/1,2011.583333,2361,213,213,Sony Ericsson,Sony Ericsson,124
Sony Ericsson Xperia mini ST15 / ST15i (SE Smultron),2011/8/1,2011.583333,2362,0.249977111,0.016777517,0.499771896,0.09352518,0.089430894,0.222222222,0.12414734,0.159836066,0.063502245,0.006230863,0.007327586,0.374558304,Sony Ericsson Xperia mini ST15 / ST15i (SE Smultron),2011/8/1,2011.583333,2362,213,213,Sony Ericsson,Sony Ericsson,124
Sony Ericsson Xperia mini ST15a (SE Smultron),2011/8/1,2011.583333,2363,0.249977111,0.016777517,0.499771896,0.09352518,0.089430894,0.222222222,0.12414734,0.159836066,0.063502245,0.006230863,0.007327586,0.374558304,Sony Ericsson Xperia mini ST15a (SE Smultron),2011/8/1,2011.583333,2363,213,213,Sony Ericsson,Sony Ericsson,124
Sony Ericsson Xperia Neo MT15a (SE Halon),2011/8/1,2011.583333,2364,0.249977111,0.016777517,0.499771896,0.143884892,0.154471545,0.407738095,0.137789905,0.274590164,0.04425914,0.008971586,0.014224138,0.556032307,Sony Ericsson Xperia Neo MT15a (SE Halon),2011/8/1,2011.583333,2364,213,213,Sony Ericsson,Sony Ericsson,124
Sony Ericsson Xperia ray ST18 / ST18i (SE Urushi),2011/8/1,2011.583333,2365,0.249977111,0.016777517,0.499771896,0.115107914,0.154471545,0.407738095,0.126875853,0.254098361,0.021167415,0.002398133,0.00862069,0.635537607,Sony Ericsson Xperia ray ST18 / ST18i (SE Urushi),2011/8/1,2011.583333,2365,213,213,Sony Ericsson,Sony Ericsson,124
T-Mobile LG P699 Optimus II (LG Gelato),2011/8/1,2011.583333,2366,0.249977111,0.008388246,0.399726275,0.107913669,0.089430894,0.222222222,0.14324693,0.264344262,0.038486209,0.007900991,0.013362069,0.344522968,T-Mobile LG P699 Optimus II (LG Gelato),2011/8/1,2011.583333,2366,174,174,T-Mobile,T-Mobile,128
Yarvik TAB211,2011/8/1,2011.583333,2367,0.124973296,0.062079576,0.499771896,0.381294964,0.284552846,0.222222222,0.536152797,0.344262295,0.069916613,0.088837976,0.065732759,0.22387683,Yarvik TAB211,2011/8/1,2011.583333,2367,208,208,Yarvik,Yarvik Nextec,150
Yarvik TAB250,2011/8/1,2011.583333,2368,0.124973296,0.062079576,0.499771896,0.381294964,0.284552846,0.222222222,0.522510232,0.319672131,0.037844772,0.055178468,0.069612069,0.22387683,Yarvik TAB250,2011/8/1,2011.583333,2368,208,208,Yarvik,Yarvik Nextec,150
Yarvik TAB410,2011/8/1,2011.583333,2369,0.249977111,0.062079576,0.499771896,0.597122302,0.375609756,0.281746032,0.718963165,0.5,0.063502245,0.148727063,0.136206897,0.18753155,Yarvik TAB410,2011/8/1,2011.583333,2369,208,208,Yarvik,Yarvik Nextec,150
ZTE Light Tab 2 (ZTE V9 Plus),2011/8/1,2011.583333,2370,0.249977111,0.008388246,0.499771896,0.381294964,0.203252033,0.492063492,0.500682128,0.25,0.04041052,0.046056998,0.070043103,0.315497224,ZTE Light Tab 2 (ZTE V9 Plus),2011/8/1,2011.583333,2370,212,212,ZTE,ZTE,156
Ainol NOVO8 Advanced,2011/9/1,2011.666667,2371,0.249977111,0.125838031,0.499771896,0.45323741,0.479674797,0.365079365,0.566166439,0.327868852,0.060295061,0.082178875,0.097413793,0.359414437,Ainol NOVO8 Advanced,2011/9/1,2011.666667,2371,5,5,Ainol,"Shenzhen Ainol Electronics Co., Ltd",116
Archos 101 G9 16GB,2011/9/1,2011.666667,2372,0.249977111,0.249999232,0.499771896,0.604316547,0.479674797,0.380952381,0.735334243,0.484836066,0.041693393,0.11513179,0.126939655,0.265270066,Archos 101 G9 16GB,2011/9/1,2011.666667,2372,15,15,Archos,Archos,11
Archos 101 G9 250GB,2011/9/1,2011.666667,2373,0.249977111,0.062079576,0.499771896,0.604316547,0.479674797,0.380952381,0.735334243,0.484836066,0.060936498,0.144787273,0.149784483,0.265270066,Archos 101 G9 250GB,2011/9/1,2011.666667,2373,15,15,Archos,Archos,11
Archos 80 G9 16GB,2011/9/1,2011.666667,2374,0.249977111,0.249999232,0.499771896,0.45323741,0.375609756,0.365079365,0.598908595,0.435655738,0.035920462,0.078474616,0.087284483,0.292276628,Archos 80 G9 16GB,2011/9/1,2011.666667,2374,15,15,Archos,Archos,11
Archos 80 G9 250GB,2011/9/1,2011.666667,2375,0.249977111,0.062079576,0.499771896,0.45323741,0.375609756,0.365079365,0.598908595,0.435655738,0.055163566,0.101021348,0.116163793,0.292276628,Archos 80 G9 250GB,2011/9/1,2011.666667,2375,15,15,Archos,Archos,11
HP Palm Pre3 16GB,2011/9/1,2011.666667,2376,0.249977111,0.250005786,0.699863138,0.136690647,0.154471545,0.380952381,0.156889495,0.254098361,0.063502245,0.014902683,0.020689655,0.545683998,HP Palm Pre3 16GB,2011/9/1,2011.666667,2376,82,82,HP,Hewlett-Packard,58
HP Palm TouchPad 4G 32GB (Palm Topaz),2011/9/1,2011.666667,2377,0.499984741,0.499999488,0.749885948,0.575539568,0.375609756,0.365079365,0.637107776,0.577868852,0.048749198,0.124317496,0.146551724,0.22160525,HP Palm TouchPad 4G 32GB (Palm Topaz),2011/9/1,2011.666667,2377,82,82,HP,Hewlett-Packard,58
HTC Explorer (HTC Pico),2011/9/1,2011.666667,2378,0.249977111,0.008388246,0.299680654,0.107913669,0.089430894,0.222222222,0.138335607,0.220901639,0.043617704,0.006808984,0.010344828,0.342756184,HTC Explorer (HTC Pico),2011/9/1,2011.666667,2378,83,83,HTC,HTC,61
HTC Jetstream (HTC Puccini),2011/9/1,2011.666667,2379,0.499984741,0.499999488,0.749885948,0.604316547,0.479674797,0.380952381,0.666302865,0.528688525,0.04425914,0.114767788,0.140086207,0.264512872,HTC Jetstream (HTC Puccini),2011/9/1,2011.666667,2379,83,83,HTC,HTC,61
HTC Rhyme (HTC Bliss),2011/9/1,2011.666667,2380,0.374980926,0.062079576,0.499771896,0.143884892,0.154471545,0.380952381,0.148158254,0.286885246,0.030468249,0.007365694,0.015086207,0.524230187,HTC Rhyme (HTC Bliss),2011/9/1,2011.666667,2380,83,83,HTC,HTC,61
HTC Rhyme S510b (HTC Bliss),2011/9/1,2011.666667,2381,0.374980926,0.062079576,0.499771896,0.143884892,0.154471545,0.380952381,0.148158254,0.286885246,0.030468249,0.007365694,0.015086207,0.524230187,HTC Rhyme S510b (HTC Bliss),2011/9/1,2011.666667,2381,83,83,HTC,HTC,61
HTC Sensation Z710T,2011/9/1,2011.666667,2382,0.374980926,0.062079576,0.499771896,0.18705036,0.178861789,0.46031746,0.160709413,0.315983607,0.033354715,0.010513243,0.018965517,0.535840485,HTC Sensation Z710T,2011/9/1,2011.666667,2382,83,83,HTC,HTC,61
Huawei Ascend II M865,2011/9/1,2011.666667,2383,0.124973296,0.008388246,0.299680654,0.129496403,0.089430894,0.222222222,0.1473397,0.275819672,0.039127646,0.011669486,0.012931034,0.30338213,Huawei Ascend II M865,2011/9/1,2011.666667,2383,84,84,Huawei,Huawei,62
Huawei Deuce U8520,2011/9/1,2011.666667,2384,0.249977111,0.031878203,0.499771896,0.079136691,0.089430894,0.222222222,0.137789905,0.258196721,0.04233483,0.011069953,0.010775862,0.507319536,Huawei Deuce U8520,2011/9/1,2011.666667,2384,84,84,Huawei,Huawei,62
Huawei U8800 Impulse 4G,2011/9/1,2011.666667,2385,0.249977111,0.031878203,0.399726275,0.151079137,0.154471545,0.380952381,0.159618008,0.290983607,0.035279025,0.025094748,0.013146552,0.17617365,Huawei U8800 Impulse 4G,2011/9/1,2011.666667,2385,84,84,Huawei,Huawei,62
LG P920H Optimus 3D,2011/9/1,2011.666667,2386,0.249977111,0.125838031,0.499771896,0.18705036,0.154471545,0.380952381,0.167803547,0.32704918,0.037203335,0.012868552,0.023275862,0.436648157,LG P920H Optimus 3D,2011/9/1,2011.666667,2386,103,103,LG,LG Electronics,77
M3Mobile M3 Sky+,2011/9/1,2011.666667,2387,0.062471389,0.004193611,0.311686129,0.129496403,0.056910569,0.142857143,0.196725784,0.469262295,0.120590122,0.059075434,0.056034483,0.17617365,M3Mobile M3 Sky+,2011/9/1,2011.666667,2387,105,105,M3Mobile,Mobile Compia,85
